payment_value,payment_installments,price,freight_value,item_count,delivery_delay_days,review_score,product_category_name_english,high_risk
62.65,1.0,55.0,7.65,1.0,-9.0,3.0,watches_gifts,0
59.75,4.0,47.9,11.85,1.0,-15.0,5.0,home_appliances,0
35.93,1.0,22.5,13.43,1.0,-11.0,1.0,sports_leisure,1
42.78,1.0,28.0,14.78,2.0,-3.0,5.0,sports_leisure,0
84.32,1.0,70.47,13.85,1.0,-7.0,4.0,food,0
259.15,10.0,208.59,50.56,2.0,-27.0,1.0,bed_bath_table,1
58.62,5.0,49.9,8.72,1.0,-10.0,5.0,cool_stuff,0
22.36,1.0,14.49,7.87,1.0,-20.0,5.0,health_beauty,0
260.0,5.0,229.9,30.1,1.0,-29.0,5.0,auto,0
196.26,1.0,179.9,16.36,1.0,-19.0,5.0,cool_stuff,0
77.75,6.0,59.9,17.85,1.0,-16.0,5.0,sports_leisure,0
106.78,5.0,89.9,16.88,1.0,-5.0,4.0,furniture_decor,0
37.69,1.0,24.9,12.79,1.0,-9.0,4.0,housewares,0
74.12,1.0,65.5,8.62,1.0,-7.0,5.0,health_beauty,0
165.8,1.0,150.0,15.8,1.0,0.0,4.0,health_beauty,0
312.39,1.0,249.9,62.49,1.0,-5.0,5.0,furniture_decor,0
125.56,1.0,110.0,15.56,2.0,-8.0,1.0,watches_gifts,1
38.09,3.0,22.99,15.1,1.0,-13.0,3.0,telephony,0
229.81,2.0,205.0,24.81,1.0,-25.0,5.0,bed_bath_table,0
126.81,3.0,113.0,13.81,1.0,-19.0,4.0,sports_leisure,0
1076.76,1.0,979.6,97.16,4.0,-20.0,3.0,housewares,0
36.75,1.0,24.9,11.85,1.0,-1.0,4.0,auto,0
331.73,8.0,318.0,13.73,1.0,-16.0,3.0,watches_gifts,0
84.05,1.0,49.9,34.15,1.0,-20.0,4.0,fashion_bags_accessories,0
254.33,5.0,235.43,18.9,1.0,-22.0,5.0,auto,0
162.04,8.0,149.9,12.14,1.0,-13.0,3.0,bed_bath_table,0
320.18,8.0,298.9,21.28,1.0,-20.0,3.0,cool_stuff,0
48.64,1.0,32.99,15.65,1.0,-18.0,5.0,furniture_decor,0
33.23,1.0,15.0,18.23,1.0,-20.0,4.0,computers_accessories,0
179.07,3.0,164.9,14.17,1.0,-11.0,5.0,bed_bath_table,0
154.78,4.0,139.49,15.29,1.0,-14.0,5.0,furniture_decor,0
57.24,1.0,39.8,17.44,2.0,-8.0,5.0,cool_stuff,0
182.91,1.0,166.99,15.92,1.0,-15.0,5.0,cool_stuff,0
183.8,3.0,149.0,34.8,1.0,-17.0,5.0,bed_bath_table,0
69.44,1.0,49.9,19.54,1.0,-7.0,5.0,furniture_decor,0
366.85,3.0,349.9,16.95,1.0,-11.0,5.0,sports_leisure,0
47.72,1.0,39.0,8.72,1.0,-15.0,5.0,watches_gifts,0
209.65,5.0,199.9,9.75,1.0,1.0,1.0,perfumery,1
137.01,5.0,79.9,57.11,1.0,-14.0,5.0,bed_bath_table,0
345.15,4.0,239.96,105.19,1.0,155.0,4.0,office_furniture,1
81.4,2.0,39.8,41.6,2.0,-16.0,3.0,telephony,0
112.73,2.0,99.9,12.83,1.0,-14.0,5.0,toys,0
103.28,2.0,79.8,23.48,2.0,-7.0,3.0,sports_leisure,0
163.55,1.0,139.99,23.56,1.0,-13.0,5.0,auto,0
181.81,7.0,155.44,26.37,1.0,-14.0,5.0,health_beauty,0
55.96,1.0,43.0,12.96,1.0,-3.0,5.0,sports_leisure,0
113.04,2.0,77.2,35.84,2.0,-12.0,5.0,housewares,0
67.83,2.0,55.0,12.83,1.0,-29.0,5.0,musical_instruments,0
79.56,1.0,59.9,19.66,1.0,-18.0,1.0,auto,1
165.3,3.0,120.0,45.3,1.0,0.0,2.0,garden_tools,1
194.01,10.0,167.99,26.02,1.0,-9.0,5.0,bed_bath_table,0
118.81,2.0,78.9,39.91,1.0,-3.0,2.0,office_furniture,1
68.18,6.0,37.98,30.2,2.0,-18.0,2.0,health_beauty,1
464.05,8.0,425.0,39.05,1.0,-11.0,4.0,auto,0
292.42,1.0,229.0,63.42,1.0,-14.0,5.0,kitchen_dining_laundry_garden_furniture,0
143.89000000000001,1.0,117.79,26.1,1.0,-24.0,4.0,health_beauty,0
173.59,3.0,150.0,23.59,1.0,1.0,5.0,furniture_decor,0
134.87,2.0,109.9,24.97,1.0,-27.0,5.0,auto,0
264.54,1.0,239.99,24.55,1.0,-1.0,5.0,cool_stuff,0
165.18,1.0,149.9,15.28,1.0,-13.0,5.0,computers_accessories,0
215.72,3.0,185.9,29.82,1.0,-1.0,5.0,toys,0
54.59,2.0,41.8,12.79,1.0,-24.0,5.0,toys,0
59.85,5.0,48.0,11.85,1.0,-11.0,5.0,bed_bath_table,0
113.44,1.0,97.0,16.44,1.0,8.0,1.0,housewares,1
74.03,3.0,59.9,14.13,1.0,-6.0,5.0,housewares,0
125.29,1.0,108.9,16.39,1.0,-12.0,5.0,books_general_interest,0
79.92,2.0,54.99,24.93,1.0,5.0,3.0,health_beauty,0
197.01,2.0,0.0,0.0,0.0,0.0,3.0,0,1
35.0,1.0,19.9,15.1,1.0,-7.0,4.0,consoles_games,0
98.4,1.0,78.45,19.95,1.0,-38.0,5.0,stationery,0
90.96,2.0,68.69999999999999,22.259999999999998,3.0,-2.0,5.0,construction_tools_construction,0
176.99,3.0,149.0,27.99,1.0,-11.0,3.0,kitchen_dining_laundry_garden_furniture,0
254.63,5.0,237.0,17.63,1.0,-31.0,5.0,furniture_decor,0
179.7,4.0,159.99,19.71,1.0,-17.0,5.0,sports_leisure,0
170.87,3.0,146.89,23.98,2.0,-28.0,5.0,baby,0
854.22,8.0,796.0,58.22,2.0,-18.0,5.0,air_conditioning,0
174.36,2.0,129.0,45.36,1.0,-20.0,4.0,housewares,0
237.94,4.0,199.0,38.94,1.0,-23.0,5.0,cool_stuff,0
236.7,1.0,220.64,16.06,2.0,0.0,4.0,health_beauty,0
132.44,1.0,119.9,12.54,1.0,-10.0,5.0,bed_bath_table,0
117.85,2.0,99.9,17.95,1.0,-4.0,5.0,garden_tools,0
329.32,10.0,279.6,49.72,4.0,-9.0,3.0,furniture_decor,0
1003.42,5.0,979.0,24.42,1.0,-6.0,4.0,watches_gifts,0
47.3,4.0,29.0,18.3,1.0,-9.0,5.0,watches_gifts,0
148.24,2.0,129.9,18.34,1.0,-23.0,5.0,computers_accessories,0
77.97,3.0,59.97,18.0,1.0,-27.0,3.0,bed_bath_table,0
142.68,1.0,124.9,17.78,1.0,-14.0,4.0,bed_bath_table,0
237.16,2.0,219.99,17.17,1.0,-14.0,5.0,cool_stuff,0
60.63,2.0,48.9,11.73,1.0,-3.0,5.0,cool_stuff,0
71.04,1.0,54.9,16.14,1.0,-13.0,5.0,housewares,0
137.08,1.0,119.0,18.08,1.0,-7.0,3.0,furniture_decor,0
64.92,2.0,51.9,13.02,1.0,-5.0,4.0,bed_bath_table,0
131.35,2.0,100.0,31.35,1.0,11.0,1.0,health_beauty,1
52.39,1.0,45.0,7.39,1.0,-7.0,5.0,construction_tools_lights,0
164.63,1.0,119.99,44.64,1.0,-24.0,4.0,computers_accessories,0
239.42,3.0,220.0,19.42,1.0,-14.0,5.0,health_beauty,0
260.5,10.0,241.1,19.4,1.0,-8.0,5.0,auto,0
200.33,7.0,149.0,51.33,1.0,-18.0,5.0,bed_bath_table,0
184.71,5.0,167.9,16.81,1.0,-10.0,5.0,costruction_tools_tools,0
145.01,1.0,124.9,20.11,1.0,6.0,5.0,furniture_decor,0
54.93,5.0,35.99,18.94,1.0,-16.0,3.0,kitchen_dining_laundry_garden_furniture,0
43.75,1.0,31.9,11.85,1.0,-14.0,5.0,health_beauty,0
62.28,1.0,39.0,23.28,1.0,-17.0,3.0,housewares,0
99.9,1.0,99.9,0.0,1.0,-13.0,5.0,watches_gifts,0
147.06,1.0,128.8,18.259999999999998,2.0,-13.0,4.0,garden_tools,0
144.78,1.0,116.6,28.18,1.0,-10.0,5.0,office_furniture,0
430.62,4.0,415.37,15.25,1.0,-5.0,5.0,consoles_games,0
157.32,1.0,139.9,17.42,1.0,-13.0,5.0,sports_leisure,0
27.68,1.0,19.9,7.78,1.0,-14.0,5.0,baby,0
404.22,5.0,364.98,39.24,1.0,-41.0,5.0,telephony,0
91.92,1.0,69.5,22.42,1.0,-14.0,5.0,health_beauty,0
162.03,1.0,135.0,27.03,1.0,-2.0,3.0,furniture_decor,0
30.1,1.0,15.0,15.1,1.0,-18.0,5.0,computers_accessories,0
27.38,2.0,19.99,7.39,1.0,-10.0,4.0,toys,0
134.47,1.0,119.9,14.57,1.0,-7.0,5.0,furniture_decor,0
34.83,1.0,0.0,0.0,0.0,0.0,1.0,0,1
121.0,2.0,92.99,28.01,1.0,-6.0,5.0,furniture_living_room,0
535.99,8.0,519.0,16.99,1.0,-10.0,5.0,watches_gifts,0
63.099999999999994,1.0,49.0,14.1,1.0,-21.0,5.0,watches_gifts,0
67.96,1.0,51.9,16.06,1.0,-20.0,4.0,health_beauty,0
80.15,1.0,58.9,21.25,1.0,-12.0,4.0,housewares,0
34.0,1.0,18.9,15.1,1.0,-5.0,3.0,telephony,0
109.81,5.0,58.9,50.91,1.0,18.0,1.0,stationery,1
91.15,3.0,75.51,15.64,1.0,-22.0,3.0,housewares,0
61.75,5.0,49.9,11.85,1.0,-15.0,5.0,auto,0
245.1,8.0,199.9,45.2,1.0,-14.0,5.0,stationery,0
96.02,1.0,75.0,21.02,1.0,-23.0,4.0,housewares,0
63.65,1.0,49.0,14.65,1.0,0.0,3.0,stationery,0
65.09,1.0,49.99,15.1,1.0,-17.0,4.0,telephony,0
189.06,1.0,169.99,19.07,1.0,-13.0,5.0,construction_tools_lights,0
205.09,4.0,159.98,45.11,1.0,-23.0,4.0,office_furniture,0
49.09,1.0,34.99,14.1,1.0,-11.0,2.0,computers_accessories,1
383.05,1.0,349.9,33.15,1.0,-30.0,5.0,health_beauty,0
35.77,1.0,27.99,7.78,1.0,-13.0,4.0,telephony,0
147.38,6.0,122.01,25.37,2.0,-7.0,3.0,bed_bath_table,0
130.7,1.0,109.0,21.7,1.0,-24.0,5.0,stationery,0
25.16,1.0,14.2,10.96,1.0,-26.0,5.0,stationery,0
76.76,1.0,59.9,16.86,1.0,-20.0,5.0,health_beauty,0
123.83,3.0,108.9,14.93,1.0,-15.0,3.0,0,0
72.18,1.0,49.9,22.28,1.0,0.0,1.0,baby,1
266.49,1.0,249.99,16.5,1.0,-6.0,5.0,cool_stuff,0
35.17,1.0,27.3,7.87,1.0,-14.0,5.0,0,0
124.96,1.0,104.99,19.97,1.0,2.0,5.0,health_beauty,0
617.79,2.0,599.99,17.8,1.0,-20.0,1.0,watches_gifts,1
114.42,1.0,99.99,14.43,1.0,-26.0,3.0,computers_accessories,0
447.8,2.0,0.0,0.0,0.0,0.0,2.0,0,1
128.66,1.0,105.0,23.66,1.0,-22.0,4.0,watches_gifts,0
88.19,1.0,69.9,18.29,1.0,-3.0,5.0,bed_bath_table,0
597.14,1.0,579.0,18.14,1.0,-2.0,4.0,watches_gifts,0
55.09,1.0,39.99,15.1,1.0,2.0,4.0,stationery,0
46.37,1.0,33.0,13.37,1.0,-14.0,5.0,furniture_decor,0
67.05,4.0,49.99,17.06,1.0,-9.0,5.0,toys,0
226.95,6.0,169.0,57.95,1.0,-28.0,5.0,perfumery,0
49.42,1.0,34.9,14.52,1.0,-28.0,5.0,garden_tools,0
253.28,2.0,238.0,15.28,2.0,-13.0,5.0,computers_accessories,0
116.94,2.0,99.99,16.95,1.0,-14.0,4.0,cool_stuff,0
94.22,3.0,79.9,14.32,1.0,-20.0,1.0,bed_bath_table,1
105.28,1.0,89.9,15.38,1.0,-10.0,1.0,bed_bath_table,1
133.18,2.0,99.98,33.2,2.0,-14.0,2.0,garden_tools,1
262.14,4.0,248.9,13.24,1.0,-11.0,5.0,watches_gifts,0
203.9,10.0,189.0,14.9,1.0,-6.0,5.0,toys,0
54.0,1.0,39.9,14.1,1.0,-16.0,5.0,computers_accessories,0
590.05,10.0,569.99,20.06,1.0,-12.0,5.0,toys,0
94.52,1.0,66.99,27.53,1.0,-42.0,5.0,health_beauty,0
31.76,1.0,23.49,8.27,1.0,-14.0,4.0,drinks,0
180.05,2.0,99.5,80.55,5.0,-2.0,3.0,computers_accessories,0
34.0,1.0,19.9,14.1,1.0,-14.0,5.0,furniture_decor,0
46.64,1.0,36.9,9.74,1.0,-6.0,4.0,computers_accessories,0
147.15,3.0,129.99,17.16,1.0,-10.0,5.0,luggage_accessories,0
29.41,1.0,16.72,12.69,1.0,-6.0,5.0,books_general_interest,0
54.8,1.0,42.95,11.85,1.0,-14.0,5.0,electronics,0
21.94,2.0,13.65,8.29,1.0,-14.0,3.0,electronics,0
69.99,6.0,54.85,15.14,1.0,-21.0,5.0,sports_leisure,0
38.99,1.0,24.89,14.1,1.0,1.0,1.0,electronics,1
77.57,1.0,59.9,17.67,1.0,-17.0,1.0,furniture_decor,1
108.2,1.0,78.0,30.2,2.0,-7.0,1.0,consoles_games,1
256.92,10.0,196.99,59.93,1.0,-7.0,1.0,office_furniture,1
530.04,2.0,464.0,66.04,4.0,-15.0,5.0,health_beauty,0
142.92,2.0,129.0,13.92,1.0,-14.0,5.0,stationery,0
368.24,5.0,276.0,92.24,4.0,-39.0,1.0,computers_accessories,1
68.13,1.0,49.9,18.23,1.0,0.0,5.0,perfumery,0
121.58,10.0,79.0,42.58,1.0,-29.0,5.0,health_beauty,0
87.72,1.0,79.9,7.82,1.0,-3.0,5.0,perfumery,0
159.77,3.0,120.0,39.77,1.0,1.0,5.0,furniture_decor,0
187.43,3.0,169.0,18.43,1.0,-12.0,1.0,furniture_decor,1
285.91,10.0,99.9,186.01,1.0,6.0,5.0,sports_leisure,0
51.59,1.0,34.99,16.6,1.0,-4.0,2.0,bed_bath_table,1
249.03,1.0,208.5,40.53,3.0,-19.0,1.0,housewares,1
76.99,7.0,54.9,22.09,1.0,-16.0,5.0,sports_leisure,0
67.9,3.0,49.9,18.0,1.0,-21.0,5.0,garden_tools,0
100.14,8.0,79.5,20.64,1.0,-3.0,2.0,furniture_decor,1
258.9,3.0,249.0,9.9,1.0,-1.0,5.0,watches_gifts,0
68.05,1.0,49.9,18.15,1.0,-8.0,5.0,sports_leisure,0
551.15,1.0,524.9,26.25,1.0,-14.0,5.0,books_general_interest,0
170.46,2.0,124.0,46.46,2.0,-8.0,1.0,toys,1
87.86,3.0,69.79,18.07,1.0,-20.0,5.0,garden_tools,0
55.55,1.0,36.23,19.32,1.0,-15.0,5.0,stationery,0
80.47,8.0,61.8,18.67,1.0,-4.0,5.0,health_beauty,0
217.64,5.0,199.99,17.65,1.0,-16.0,5.0,toys,0
104.56,3.0,89.18,15.38,1.0,-4.0,5.0,housewares,0
125.64,5.0,102.0,23.64,1.0,-17.0,5.0,health_beauty,0
46.86,1.0,35.9,10.96,1.0,-24.0,5.0,sports_leisure,0
216.18,2.0,199.9,16.28,1.0,-15.0,5.0,housewares,0
392.31,8.0,369.8,22.509999999999998,2.0,-16.0,5.0,watches_gifts,0
65.5,1.0,48.9,16.6,1.0,-5.0,4.0,cool_stuff,0
77.9,5.0,59.9,18.0,1.0,-27.0,4.0,garden_tools,0
108.59,1.0,89.0,19.59,1.0,-7.0,3.0,cine_photo,0
70.43,1.0,0.0,0.0,0.0,0.0,5.0,0,1
201.23,3.0,157.9,43.33,1.0,-16.0,5.0,luggage_accessories,0
94.3,2.0,79.0,15.3,1.0,-18.0,5.0,watches_gifts,0
87.23,1.0,75.5,11.73,1.0,-19.0,5.0,bed_bath_table,0
75.07,1.0,59.9,15.17,1.0,-4.0,4.0,furniture_decor,0
180.91,1.0,129.97,50.94,1.0,-14.0,5.0,housewares,0
165.79,3.0,149.99,15.8,1.0,-14.0,4.0,toys,0
177.34,8.0,129.0,48.34,1.0,-26.0,5.0,housewares,0
79.61,3.0,64.99,14.62,1.0,-18.0,4.0,health_beauty,0
192.03,3.0,150.0,42.03,1.0,-16.0,4.0,furniture_decor,0
129.54,6.0,115.0,14.54,1.0,-20.0,5.0,watches_gifts,0
116.94,1.0,99.99,16.95,1.0,-16.0,4.0,cool_stuff,0
172.52,7.0,159.9,12.62,1.0,-23.0,5.0,watches_gifts,0
134.4,8.0,99.9,34.5,1.0,-17.0,3.0,bed_bath_table,0
142.7,1.0,129.49,13.21,1.0,-5.0,5.0,auto,0
160.57,1.0,146.99,13.58,1.0,-8.0,5.0,cool_stuff,0
65.09,6.0,49.99,15.1,1.0,-9.0,5.0,telephony,0
148.64,6.0,125.0,23.64,1.0,-12.0,5.0,housewares,0
67.3,1.0,53.9,13.4,1.0,-14.0,5.0,garden_tools,0
166.63,3.0,152.9,13.73,1.0,-5.0,5.0,watches_gifts,0
218.35,2.0,199.7,18.65,1.0,-7.0,5.0,fashion_shoes,0
134.06,4.0,99.0,35.06,1.0,-10.0,3.0,garden_tools,0
265.21,4.0,194.97,70.24,1.0,-21.0,5.0,office_furniture,0
107.11,1.0,99.0,8.11,1.0,-21.0,5.0,electronics,0
190.33,8.0,149.0,41.33,1.0,-22.0,5.0,bed_bath_table,0
35.13,1.0,16.9,18.23,1.0,-20.0,4.0,electronics,0
335.32,5.0,299.8,35.52,2.0,-13.0,5.0,signaling_and_security,0
69.33,1.0,59.99,9.34,1.0,-6.0,5.0,sports_leisure,0
129.64,2.0,109.9,19.74,1.0,-36.0,5.0,bed_bath_table,0
147.69,1.0,119.9,27.79,1.0,-12.0,4.0,baby,0
102.26,2.0,85.9,16.36,1.0,-17.0,4.0,garden_tools,0
105.28,5.0,89.9,15.38,1.0,-12.0,5.0,bed_bath_table,0
138.08,1.0,111.0,27.08,1.0,-6.0,4.0,sports_leisure,0
116.94,1.0,99.0,17.94,1.0,-15.0,3.0,auto,0
116.9,2.0,99.49,17.41,1.0,-5.0,5.0,baby,0
126.18,1.0,109.22,16.96,1.0,-11.0,4.0,health_beauty,0
72.18,7.0,49.9,22.28,1.0,-8.0,5.0,fashion_bags_accessories,0
55.52,3.0,29.89,25.63,1.0,-11.0,5.0,computers_accessories,0
57.23,5.0,39.0,18.23,1.0,-3.0,3.0,bed_bath_table,0
151.06,1.0,119.8,31.26,2.0,-7.0,5.0,air_conditioning,0
45.09,1.0,29.99,15.1,1.0,-14.0,5.0,pet_shop,0
164.08,5.0,117.69999999999999,46.38,3.0,-13.0,5.0,bed_bath_table,0
74.17,1.0,55.9,18.27,1.0,-16.0,5.0,sports_leisure,0
140.08,2.0,99.0,41.08,1.0,-17.0,4.0,garden_tools,0
58.0,1.0,42.9,15.1,1.0,-6.0,5.0,perfumery,0
40.27,4.0,24.99,15.28,1.0,-16.0,4.0,computers_accessories,0
72.06,1.0,49.0,23.06,1.0,-12.0,5.0,musical_instruments,0
134.2,1.0,120.0,14.2,1.0,-12.0,5.0,sports_leisure,0
1322.97,8.0,1299.0,23.97,1.0,-3.0,3.0,watches_gifts,0
136.95,6.0,118.99,17.96,1.0,-6.0,5.0,housewares,0
107.16,1.0,83.99,23.17,1.0,-13.0,5.0,dvds_blu_ray,0
37.9,1.0,23.8,14.1,1.0,-13.0,4.0,sports_leisure,0
239.24,1.0,225.0,14.24,1.0,-5.0,5.0,watches_gifts,0
65.0,3.0,49.9,15.1,1.0,-12.0,4.0,0,0
119.09,1.0,98.0,21.09,1.0,-10.0,5.0,bed_bath_table,0
40.0,2.0,24.9,15.1,1.0,-22.0,5.0,bed_bath_table,0
152.77,1.0,129.0,23.77,1.0,5.0,1.0,housewares,1
127.53,1.0,112.99,14.54,1.0,-16.0,3.0,health_beauty,0
86.03,1.0,74.9,11.13,1.0,-32.0,5.0,stationery,0
105.74,10.0,89.9,15.84,1.0,-13.0,4.0,auto,0
81.89,1.0,69.9,11.99,1.0,-17.0,5.0,health_beauty,0
335.04,3.0,325.0,10.04,1.0,-7.0,5.0,health_beauty,0
216.58,1.0,179.0,37.58,1.0,-2.0,5.0,housewares,0
169.53,1.0,156.0,13.53,1.0,-15.0,5.0,cool_stuff,0
106.23,2.0,89.9,16.33,1.0,-17.0,5.0,bed_bath_table,0
155.05,6.0,139.9,15.15,1.0,-21.0,5.0,watches_gifts,0
249.14,10.0,0.0,0.0,0.0,0.0,1.0,0,1
98.31,1.0,81.49,16.82,1.0,4.0,1.0,health_beauty,1
31.92,1.0,17.8,14.12,1.0,-35.0,5.0,furniture_decor,0
87.32,1.0,79.0,8.32,1.0,-8.0,5.0,bed_bath_table,0
76.58,2.0,56.99,19.59,1.0,-13.0,5.0,bed_bath_table,0
448.44,7.0,429.0,19.44,1.0,5.0,1.0,fashion_bags_accessories,1
169.75,3.0,109.97,59.78,1.0,0.0,2.0,furniture_living_room,1
48.34,1.0,38.9,9.44,1.0,-7.0,5.0,toys,0
46.23,1.0,28.0,18.23,1.0,-12.0,5.0,sports_leisure,0
68.61,1.0,52.0,16.61,1.0,-8.0,5.0,baby,0
162.47,2.0,139.0,23.47,1.0,-16.0,5.0,watches_gifts,0
224.48,2.0,196.8,27.68,1.0,-5.0,4.0,furniture_decor,0
62.68,1.0,44.9,17.78,1.0,-18.0,4.0,consoles_games,0
19.21,1.0,8.25,10.96,1.0,-14.0,5.0,auto,0
618.96,10.0,589.99,28.97,1.0,-23.0,5.0,auto,0
72.14,2.0,56.99,15.15,1.0,-13.0,5.0,perfumery,0
205.26,1.0,190.9,14.36,1.0,-11.0,5.0,computers_accessories,0
191.58,1.0,169.9,21.68,1.0,-8.0,5.0,bed_bath_table,0
447.33,1.0,419.9,27.43,1.0,-22.0,5.0,musical_instruments,0
37.13,1.0,21.9,15.23,1.0,-12.0,5.0,electronics,0
461.99,1.0,443.0,18.99,1.0,-26.0,4.0,home_appliances_2,0
66.05,1.0,31.9,34.15,1.0,-12.0,5.0,computers_accessories,0
220.04,1.0,205.0,15.04,1.0,0.0,4.0,bed_bath_table,0
106.15,10.0,82.99,23.16,1.0,6.0,1.0,bed_bath_table,1
405.35,8.0,386.4,18.95,1.0,-7.0,4.0,cool_stuff,0
46.0,1.0,31.9,14.1,1.0,-7.0,4.0,computers_accessories,0
46.53,2.0,39.0,7.53,1.0,-7.0,1.0,watches_gifts,1
73.03,3.0,59.49,13.54,1.0,-13.0,5.0,computers_accessories,0
172.09,12.0,118.9,53.19,1.0,-24.0,1.0,office_furniture,1
64.28,1.0,55.99,8.29,1.0,-15.0,4.0,toys,0
78.42,1.0,59.9,18.52,1.0,-26.0,5.0,computers_accessories,0
162.25,1.0,144.99,17.26,1.0,-16.0,4.0,cool_stuff,0
177.13,4.0,150.0,27.13,1.0,-18.0,5.0,housewares,0
244.0,2.0,199.6,44.4,2.0,-23.0,1.0,furniture_decor,1
67.5,1.0,49.9,17.6,1.0,-20.0,5.0,garden_tools,0
404.43,1.0,359.8,44.63,2.0,8.0,1.0,bed_bath_table,1
305.27,3.0,259.0,46.27,1.0,-12.0,0.0,housewares,0
101.06,2.0,88.0,13.06,1.0,-10.0,5.0,health_beauty,0
128.35,2.0,110.0,18.35,1.0,-18.0,4.0,bed_bath_table,0
84.14,1.0,69.9,14.24,1.0,-13.0,5.0,sports_leisure,0
370.72,10.0,349.99,20.73,1.0,0.0,1.0,furniture_decor,1
70.02,1.0,59.0,11.02,1.0,-10.0,5.0,telephony,0
153.26999999999998,1.0,115.19999999999999,38.07,3.0,-12.0,5.0,furniture_decor,0
82.83,1.0,70.0,12.83,1.0,-17.0,3.0,bed_bath_table,0
25.5,1.0,13.65,11.85,1.0,-18.0,4.0,electronics,0
113.61,1.0,89.99,23.62,1.0,-15.0,5.0,garden_tools,0
53.27,1.0,39.9,13.37,1.0,-17.0,3.0,consoles_games,0
101.19,1.0,89.18,12.01,1.0,-13.0,5.0,housewares,0
57.05,1.0,39.99,17.06,1.0,-14.0,1.0,baby,1
64.01,2.0,47.9,16.11,1.0,-8.0,4.0,perfumery,0
479.66,6.0,370.0,109.66,2.0,-24.0,5.0,air_conditioning,0
631.71,1.0,470.0,161.71,1.0,7.0,3.0,housewares,0
39.69,1.0,23.9,15.79,1.0,0.0,1.0,toys,1
53.01,1.0,36.9,16.11,1.0,-8.0,5.0,sports_leisure,0
109.79,1.0,97.9,11.89,1.0,-15.0,5.0,electronics,0
68.12,2.0,49.89,18.23,1.0,-8.0,4.0,sports_leisure,0
100.86,2.0,83.98,16.88,2.0,-1.0,4.0,housewares,0
77.89,1.0,59.9,17.99,1.0,-1.0,4.0,sports_leisure,0
50.79,2.0,35.0,15.79,1.0,-16.0,5.0,watches_gifts,0
52.83,2.0,34.49,18.34,1.0,-11.0,5.0,sports_leisure,0
55.09,5.0,39.99,15.1,1.0,-22.0,5.0,bed_bath_table,0
185.25,6.0,158.98,26.270000000000003,2.0,-16.0,3.0,bed_bath_table,0
48.34,1.0,39.0,9.34,1.0,-13.0,5.0,housewares,0
414.54,1.0,398.0,16.54,1.0,-17.0,3.0,fashion_bags_accessories,0
170.89,5.0,128.9,41.989999999999995,2.0,-12.0,5.0,furniture_decor,0
186.49,9.0,158.0,28.49,1.0,-12.0,4.0,bed_bath_table,0
172.25,1.0,139.94,32.31,1.0,-8.0,3.0,office_furniture,0
137.99,10.0,119.9,18.09,1.0,-7.0,5.0,bed_bath_table,0
42.77,3.0,29.9,12.87,1.0,0.0,1.0,electronics,1
53.5,1.0,29.8,23.7,2.0,-14.0,4.0,housewares,0
95.67,1.0,79.9,15.77,1.0,-11.0,3.0,garden_tools,0
57.5,1.0,39.9,17.6,1.0,-10.0,5.0,sports_leisure,0
34.01,3.0,19.9,14.11,1.0,-14.0,3.0,computers_accessories,0
78.02,7.0,59.5,18.52,1.0,-13.0,4.0,health_beauty,0
48.09,1.0,32.99,15.1,1.0,-17.0,5.0,fixed_telephony,0
128.71,1.0,118.96,9.75,1.0,-2.0,5.0,sports_leisure,0
139.77,2.0,112.9,26.87,1.0,-26.0,5.0,watches_gifts,0
64.51,1.0,49.99,14.52,1.0,-13.0,3.0,sports_leisure,0
299.78,4.0,179.0,120.78,1.0,-14.0,5.0,garden_tools,0
117.85,4.0,99.9,17.95,1.0,-11.0,4.0,toys,0
54.53,1.0,28.9,25.63,1.0,-14.0,5.0,electronics,0
247.85,8.0,229.99,17.86,1.0,-18.0,5.0,toys,0
40.84,1.0,27.9,12.94,1.0,3.0,5.0,food,0
112.77,1.0,89.0,23.77,1.0,-15.0,5.0,pet_shop,0
207.33,8.0,189.75,17.58,1.0,11.0,1.0,0,1
54.06,1.0,38.5,15.56,1.0,-13.0,3.0,furniture_decor,0
135.08,1.0,89.99,45.09,1.0,-14.0,3.0,garden_tools,0
732.85,8.0,719.0,13.85,1.0,-7.0,5.0,watches_gifts,0
89.01,8.0,62.9,14.17,1.0,-11.0,4.0,furniture_decor,0
318.69,1.0,298.5,20.19,1.0,-20.0,5.0,consoles_games,0
50.61,5.0,37.0,7.78,1.0,-7.0,5.0,auto,0
41.52,1.0,27.0,14.52,1.0,-13.0,5.0,home_appliances,0
187.91,3.0,149.9,38.01,1.0,-24.0,5.0,food,0
204.05,1.0,179.99,24.06,1.0,-14.0,5.0,construction_tools_lights,0
136.41,1.0,113.9,22.51,1.0,-5.0,4.0,pet_shop,0
595.94,8.0,576.21,19.73,1.0,-17.0,1.0,watches_gifts,1
71.94,1.0,53.99,17.95,1.0,-11.0,4.0,bed_bath_table,0
127.92,2.0,115.9,12.02,1.0,-9.0,4.0,stationery,0
1013.85,2.0,889.9,123.95,1.0,-16.0,5.0,luggage_accessories,0
37.69,1.0,21.9,15.79,1.0,-12.0,1.0,electronics,1
52.91,1.0,29.9,23.01,1.0,-21.0,5.0,furniture_living_room,0
54.0,5.0,44.99,9.01,1.0,-16.0,4.0,toys,0
89.88,1.0,69.9,19.98,1.0,1.0,5.0,furniture_decor,0
